id_doc,titre,texte,langue,date_publication,source_nom,id_type_donnee,type_donnee,date_collecte,format,humeur_label,humeur_score,valence,emotion,territoire_code_insee,territoire_commune,territoire_departement,territoire_region,annotation_status,annotation_date,annotator_id,annotation_keywords_yake,annotation_entities_spacy,annotation_polarity,annotation_intensity,annotation_summary
80,Doit-on mettre fin aux ruptures conventionnelles ?,"Offrir aux salariés les moyens de se réorienter vers un travail qui leur convient mieux devrait être un objectif de premier plan pour une société avancée et progressiste comme la nôtre, considère Thomas Breda, responsable du programme travail et emploi à l’Institut des politiques publiques, dans sa chronique.",fr,2025-11-18 05:30:07.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.0005817194480794346"", ""0.005453022517957929"", ""0.005597284804327029"", ""0.009554653335558435"", ""0.018491282433885956"", ""0.018491282433885956"", ""0.018491282433885956"", ""0.030755015531692964"", ""0.030755015531692964"", ""0.030755015531692964""]","[{""text"": ""Thomas Breda"", ""label"": ""PER"", ""start"": 196, ""end"": 208}, {""text"": ""Institut des politiques publiques"", ""label"": ""ORG"", ""start"": 257, ""end"": 290}]",neutre,0.1,"Keywords: 0.0005817194480794346, 0.005453022517957929, 0.005597284804327029, 0.009554653335558435, 0.018491282433885956 | Entities: Thomas Breda (PER), Institut des politiques publiques (ORG)"
44,"EN IMAGES. Miss France 2026 : Pêche, spa et rando… Le programme du voyage de préparation en Martinique","Mi-novembre, les 30 candidates en lice pour le titre de Miss France 2026 se sont rendues en Martinique pour le traditionnel voyage de préparation. Les jeunes femmes ont enchaîné activités sportives et culturelles",fr,2025-11-17 17:45:51.000000,Flux RSS Multi-Sources,3,Données Opérationnelles,2025-11-18 22:27:31.006977,rss,,,,,,,,,pending,,,"[""0.00643573886924208"", ""0.01984585111858601"", ""0.01984585111858601"", ""0.02541909697430123"", ""0.02541909697430123"", ""0.04188746641162499"", ""0.05899937629682816"", ""0.06588837669267192"", ""0.09705179139403544"", ""0.09705179139403544""]","[{""text"": ""Miss France"", ""label"": ""ORG"", ""start"": 56, ""end"": 67}, {""text"": ""Martinique"", ""label"": ""LOC"", ""start"": 92, ""end"": 102}]",neutre,0.1,"Keywords: 0.00643573886924208, 0.01984585111858601, 0.01984585111858601, 0.02541909697430123, 0.02541909697430123 | Entities: Miss France (ORG), Martinique (LOC)"
98,CoviPrev - Santé mentale 2024-10,Taux d'anxiété : 35%,fr,2024-11-01 00:00:00.000000,Santé Publique France - CoviPrev,4,Données Décisionnelles,2025-11-18 22:27:31.006977,csv,,,,,,,,,pending,,,"[""0.02570861714399338"", ""0.15831692877998726"", ""0.15831692877998726""]",[],neutre,0.1,"Keywords: 0.02570861714399338, 0.15831692877998726, 0.15831692877998726"
97,CoviPrev - Santé mentale 2024-08,Taux d'anxiété : 33%,fr,2024-09-01 00:00:00.000000,Santé Publique France - CoviPrev,4,Données Décisionnelles,2025-11-18 22:27:31.006977,csv,,,,,,,,,pending,,,"[""0.02570861714399338"", ""0.15831692877998726"", ""0.15831692877998726""]",[],neutre,0.1,"Keywords: 0.02570861714399338, 0.15831692877998726, 0.15831692877998726"
96,CoviPrev - Santé mentale 2024-06,Taux d'anxiété : 31%,fr,2024-07-01 00:00:00.000000,Santé Publique France - CoviPrev,4,Données Décisionnelles,2025-11-18 22:27:31.006977,csv,,,,,,,,,pending,,,"[""0.02570861714399338"", ""0.15831692877998726"", ""0.15831692877998726""]",[],neutre,0.1,"Keywords: 0.02570861714399338, 0.15831692877998726, 0.15831692877998726"
95,CoviPrev - Santé mentale 2024-04,Taux d'anxiété : 29%,fr,2024-05-01 00:00:00.000000,Santé Publique France - CoviPrev,4,Données Décisionnelles,2025-11-18 22:27:31.006977,csv,,,,,,,,,pending,,,"[""0.02570861714399338"", ""0.15831692877998726"", ""0.15831692877998726""]",[],neutre,0.1,"Keywords: 0.02570861714399338, 0.15831692877998726, 0.15831692877998726"
94,CoviPrev - Santé mentale 2024-02,Taux d'anxiété : 27%,fr,2024-03-01 00:00:00.000000,Santé Publique France - CoviPrev,4,Données Décisionnelles,2025-11-18 22:27:31.006977,csv,,,,,,,,,pending,,,"[""0.02570861714399338"", ""0.15831692877998726"", ""0.15831692877998726""]",[],neutre,0.1,"Keywords: 0.02570861714399338, 0.15831692877998726, 0.15831692877998726"
93,CoviPrev - Santé mentale 2024-00,Taux d'anxiété : 25%,fr,2024-01-01 00:00:00.000000,Santé Publique France - CoviPrev,4,Données Décisionnelles,2025-11-18 22:27:31.006977,csv,,,,,,,,,pending,,,"[""0.02570861714399338"", ""0.15831692877998726"", ""0.15831692877998726""]",[],neutre,0.1,"Keywords: 0.02570861714399338, 0.15831692877998726, 0.15831692877998726"
83,Enquête confiance politique 2024,Taux de confiance dans les institutions : 60%,fr,2024-01-01 00:00:00.000000,CEVIPOF - Baromètre de confiance politique,2,Données Maîtres,2025-11-18 22:27:31.006977,csv,,,,,,,,,pending,,,"[""0.04940384002065631"", ""0.15831692877998726"", ""0.15831692877998726"", ""0.29736558256021506""]",[],neutre,0.1,"Keywords: 0.04940384002065631, 0.15831692877998726, 0.15831692877998726, 0.29736558256021506"
84,Enquête confiance politique 2023,Taux de confiance dans les institutions : 58%,fr,2023-01-01 00:00:00.000000,CEVIPOF - Baromètre de confiance politique,2,Données Maîtres,2025-11-18 22:27:31.006977,csv,,,,,,,,,pending,,,"[""0.04940384002065631"", ""0.15831692877998726"", ""0.15831692877998726"", ""0.29736558256021506""]",[],neutre,0.1,"Keywords: 0.04940384002065631, 0.15831692877998726, 0.15831692877998726, 0.29736558256021506"
85,Enquête confiance politique 2022,Taux de confiance dans les institutions : 56%,fr,2022-01-01 00:00:00.000000,CEVIPOF - Baromètre de confiance politique,2,Données Maîtres,2025-11-18 22:27:31.006977,csv,,,,,,,,,pending,,,"[""0.04940384002065631"", ""0.15831692877998726"", ""0.15831692877998726"", ""0.29736558256021506""]",[],neutre,0.1,"Keywords: 0.04940384002065631, 0.15831692877998726, 0.15831692877998726, 0.29736558256021506"
86,Enquête confiance politique 2021,Taux de confiance dans les institutions : 54%,fr,2021-01-01 00:00:00.000000,CEVIPOF - Baromètre de confiance politique,2,Données Maîtres,2025-11-18 22:27:31.006977,csv,,,,,,,,,pending,,,"[""0.04940384002065631"", ""0.15831692877998726"", ""0.15831692877998726"", ""0.29736558256021506""]",[],neutre,0.1,"Keywords: 0.04940384002065631, 0.15831692877998726, 0.15831692877998726, 0.29736558256021506"
87,Enquête confiance politique 2020,Taux de confiance dans les institutions : 52%,fr,2020-01-01 00:00:00.000000,CEVIPOF - Baromètre de confiance politique,2,Données Maîtres,2025-11-18 22:27:31.006977,csv,,,,,,,,,pending,,,"[""0.04940384002065631"", ""0.15831692877998726"", ""0.15831692877998726"", ""0.29736558256021506""]",[],neutre,0.1,"Keywords: 0.04940384002065631, 0.15831692877998726, 0.15831692877998726, 0.29736558256021506"
88,Enquête confiance politique 2019,Taux de confiance dans les institutions : 50%,fr,2019-01-01 00:00:00.000000,CEVIPOF - Baromètre de confiance politique,2,Données Maîtres,2025-11-18 22:27:31.006977,csv,,,,,,,,,pending,,,"[""0.04940384002065631"", ""0.15831692877998726"", ""0.15831692877998726"", ""0.29736558256021506""]",[],neutre,0.1,"Keywords: 0.04940384002065631, 0.15831692877998726, 0.15831692877998726, 0.29736558256021506"
89,Enquête confiance politique 2018,Taux de confiance dans les institutions : 48%,fr,2018-01-01 00:00:00.000000,CEVIPOF - Baromètre de confiance politique,2,Données Maîtres,2025-11-18 22:27:31.006977,csv,,,,,,,,,pending,,,"[""0.04940384002065631"", ""0.15831692877998726"", ""0.15831692877998726"", ""0.29736558256021506""]",[],neutre,0.1,"Keywords: 0.04940384002065631, 0.15831692877998726, 0.15831692877998726, 0.29736558256021506"
90,Enquête confiance politique 2017,Taux de confiance dans les institutions : 46%,fr,2017-01-01 00:00:00.000000,CEVIPOF - Baromètre de confiance politique,2,Données Maîtres,2025-11-18 22:27:31.006977,csv,,,,,,,,,pending,,,"[""0.04940384002065631"", ""0.15831692877998726"", ""0.15831692877998726"", ""0.29736558256021506""]",[],neutre,0.1,"Keywords: 0.04940384002065631, 0.15831692877998726, 0.15831692877998726, 0.29736558256021506"
91,Enquête confiance politique 2016,Taux de confiance dans les institutions : 44%,fr,2016-01-01 00:00:00.000000,CEVIPOF - Baromètre de confiance politique,2,Données Maîtres,2025-11-18 22:27:31.006977,csv,,,,,,,,,pending,,,"[""0.04940384002065631"", ""0.15831692877998726"", ""0.15831692877998726"", ""0.29736558256021506""]",[],neutre,0.1,"Keywords: 0.04940384002065631, 0.15831692877998726, 0.15831692877998726, 0.29736558256021506"
92,Enquête confiance politique 2015,Taux de confiance dans les institutions : 42%,fr,2015-01-01 00:00:00.000000,CEVIPOF - Baromètre de confiance politique,2,Données Maîtres,2025-11-18 22:27:31.006977,csv,,,,,,,,,pending,,,"[""0.04940384002065631"", ""0.15831692877998726"", ""0.15831692877998726"", ""0.29736558256021506""]",[],neutre,0.1,"Keywords: 0.04940384002065631, 0.15831692877998726, 0.15831692877998726, 0.29736558256021506"
